OTU_ID,Filtered because
vOTU_124477,sample was not significant in 181 samples (1) > 0.99
vOTU_35201,sample was not significant in 181 samples (1) > 0.99
vOTU_14186,sample was not significant in 181 samples (1) > 0.99
vOTU_9326,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_70707,sample was not significant in 181 samples (1) > 0.99
vOTU_15221,sample was not significant in 181 samples (1) > 0.99
vOTU_12295,sample was not significant in 181 samples (1) > 0.99
vOTU_18460,sample was not significant in 181 samples (1) > 0.99
vOTU_139617,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_2277,sample was not significant in 181 samples (1) > 0.99
vOTU_2103,sample was not significant in 181 samples (1) > 0.99
vOTU_2365,sample was not significant in 181 samples (1) > 0.99
vOTU_68998,sample was not significant in 181 samples (1) > 0.99
vOTU_9339,sample was not significant in 181 samples (1) > 0.99
vOTU_119537,sample was not significant in 181 samples (1) > 0.99
vOTU_577,sample was not significant in 181 samples (1) > 0.99
vOTU_61543,sample was not significant in 181 samples (1) > 0.99
vOTU_6536,sample was not significant in 181 samples (1) > 0.99
vOTU_8332,sample was not significant in 181 samples (1) > 0.99
vOTU_843,sample was not significant in 181 samples (1) > 0.99
vOTU_139712,sample was not significant in 181 samples (1) > 0.99
vOTU_1933,sample was not significant in 181 samples (1) > 0.99
vOTU_29808,sample was not significant in 181 samples (1) > 0.99
vOTU_1046,sample was not significant in 181 samples (1) > 0.99
vOTU_14655,sample was not significant in 181 samples (1) > 0.99
vOTU_84397,sample was not significant in 181 samples (1) > 0.99
vOTU_28474,sample was not significant in 181 samples (1) > 0.99
vOTU_96363,sample was not significant in 181 samples (1) > 0.99
vOTU_725,sample was not significant in 181 samples (1) > 0.99
vOTU_3724,sample was not significant in 181 samples (1) > 0.99
vOTU_4453,sample was not significant in 181 samples (1) > 0.99
vOTU_52991,sample was not significant in 181 samples (1) > 0.99
vOTU_3668,sample was not significant in 181 samples (1) > 0.99
vOTU_18543,sample was not significant in 181 samples (1) > 0.99
vOTU_611,sample was not significant in 181 samples (1) > 0.99
vOTU_65154,sample was not significant in 181 samples (1) > 0.99
vOTU_59741,sample was not significant in 181 samples (1) > 0.99
vOTU_45004,sample was not significant in 181 samples (1) > 0.99
vOTU_17958,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_7678,sample was not significant in 181 samples (1) > 0.99
vOTU_328,sample was not significant in 181 samples (1) > 0.99
vOTU_10289,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_1061,sample was not significant in 181 samples (1) > 0.99
vOTU_24422,sample was not significant in 181 samples (1) > 0.99
vOTU_66014,sample was not significant in 181 samples (1) > 0.99
vOTU_3367,sample was not significant in 181 samples (1) > 0.99
vOTU_11402,sample was not significant in 181 samples (1) > 0.99
vOTU_1285,sample was not significant in 181 samples (1) > 0.99
vOTU_127999,sample was not significant in 181 samples (1) > 0.99
vOTU_77256,sample was not significant in 181 samples (1) > 0.99
vOTU_7722,sample was not significant in 181 samples (1) > 0.99
vOTU_73567,sample was not significant in 181 samples (1) > 0.99
vOTU_15336,sample was not significant in 181 samples (1) > 0.99
vOTU_9933,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_63294,sample was not significant in 181 samples (1) > 0.99
vOTU_146091,sample was not significant in 181 samples (1) > 0.99
vOTU_23014,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_36268,sample was not significant in 181 samples (1) > 0.99
vOTU_75829,sample was not significant in 181 samples (1) > 0.99
vOTU_124950,sample was not significant in 181 samples (1) > 0.99
vOTU_15145,sample was not significant in 181 samples (1) > 0.99
vOTU_31395,sample was not significant in 181 samples (1) > 0.99
vOTU_1167,sample was not significant in 181 samples (1) > 0.99
vOTU_30527,sample was not significant in 181 samples (1) > 0.99
vOTU_50312,sample was not significant in 181 samples (1) > 0.99
vOTU_143180,sample was not significant in 181 samples (1) > 0.99
vOTU_5636,sample was not significant in 181 samples (1) > 0.99
vOTU_70269,sample was not significant in 181 samples (1) > 0.99
vOTU_3717,sample was not significant in 181 samples (1) > 0.99
vOTU_92594,sample was not significant in 181 samples (1) > 0.99
vOTU_21378,sample was not significant in 181 samples (1) > 0.99
vOTU_139,sample was not significant in 181 samples (1) > 0.99
vOTU_120199,sample was not significant in 181 samples (1) > 0.99
vOTU_11518,sample was not significant in 181 samples (1) > 0.99
vOTU_19953,sample was not significant in 181 samples (1) > 0.99
vOTU_1492,sample was not significant in 181 samples (1) > 0.99
vOTU_14390,sample was not significant in 181 samples (1) > 0.99
vOTU_6476,sample was not significant in 181 samples (1) > 0.99
vOTU_8792,sample was not significant in 181 samples (1) > 0.99
vOTU_13274,sample was not significant in 181 samples (1) > 0.99
vOTU_3490,sample was not significant in 181 samples (1) > 0.99
vOTU_45754,sample was not significant in 181 samples (1) > 0.99
vOTU_4079,sample was not significant in 181 samples (1) > 0.99
vOTU_76256,sample was not significant in 181 samples (1) > 0.99
vOTU_94002,sample was not significant in 181 samples (1) > 0.99
vOTU_66651,sample was not significant in 181 samples (1) > 0.99
vOTU_2637,sample was not significant in 181 samples (1) > 0.99
vOTU_71487,sample was not significant in 181 samples (1) > 0.99
vOTU_16060,sample was not significant in 181 samples (1) > 0.99
vOTU_26595,sample was not significant in 181 samples (1) > 0.99
vOTU_18037,sample was not significant in 181 samples (1) > 0.99
vOTU_36639,sample was not significant in 181 samples (1) > 0.99
vOTU_43776,sample was not significant in 181 samples (1) > 0.99
vOTU_14917,sample was not significant in 181 samples (1) > 0.99
vOTU_41295,sample was not significant in 181 samples (1) > 0.99
vOTU_84453,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_101204,sample was not significant in 181 samples (1) > 0.99
vOTU_109736,sample was not significant in 181 samples (1) > 0.99
vOTU_12291,sample was not significant in 181 samples (1) > 0.99
vOTU_49404,sample was not significant in 181 samples (1) > 0.99
vOTU_126682,sample was not significant in 181 samples (1) > 0.99
vOTU_11127,sample was not significant in 181 samples (1) > 0.99
vOTU_104350,sample was not significant in 181 samples (1) > 0.99
vOTU_95896,sample was not significant in 181 samples (1) > 0.99
vOTU_76119,sample was not significant in 181 samples (1) > 0.99
vOTU_50870,sample was not significant in 181 samples (1) > 0.99
vOTU_33768,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_119323,sample was not significant in 181 samples (1) > 0.99
vOTU_5258,sample was not significant in 181 samples (1) > 0.99
vOTU_12348,sample was not significant in 181 samples (1) > 0.99
vOTU_3311,sample was not significant in 181 samples (1) > 0.99
vOTU_49214,sample was not significant in 181 samples (1) > 0.99
vOTU_142990,sample was not significant in 181 samples (1) > 0.99
vOTU_102756,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_28222,sample was not significant in 181 samples (1) > 0.99
vOTU_26466,sample was not significant in 181 samples (1) > 0.99
vOTU_2715,sample was not significant in 181 samples (1) > 0.99
vOTU_51912,sample was not significant in 181 samples (1) > 0.99
vOTU_46786,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_15647,sample was not significant in 181 samples (1) > 0.99
vOTU_78480,sample was not significant in 181 samples (1) > 0.99
vOTU_43806,sample was not significant in 181 samples (1) > 0.99
vOTU_29205,sample was not significant in 181 samples (1) > 0.99
vOTU_80500,sample was not significant in 181 samples (1) > 0.99
vOTU_12902,sample was not significant in 181 samples (1) > 0.99
vOTU_40974,sample was not significant in 181 samples (1) > 0.99
vOTU_4267,sample was not significant in 181 samples (1) > 0.99
vOTU_140375,sample was not significant in 181 samples (1) > 0.99
vOTU_3768,sample was not significant in 181 samples (1) > 0.99
vOTU_22514,sample was not significant in 181 samples (1) > 0.99
vOTU_4749,sample was not significant in 181 samples (1) > 0.99
vOTU_163,sample was not significant in 181 samples (1) > 0.99
vOTU_89000,sample was not significant in 181 samples (1) > 0.99
vOTU_68204,sample was not significant in 181 samples (1) > 0.99
vOTU_78331,sample was not significant in 181 samples (1) > 0.99
vOTU_3404,sample was not significant in 181 samples (1) > 0.99
vOTU_1571,sample was not significant in 181 samples (1) > 0.99
vOTU_131489,sample was not significant in 181 samples (1) > 0.99
vOTU_129993,sample was not significant in 181 samples (1) > 0.99
vOTU_5396,sample was not significant in 181 samples (1) > 0.99
vOTU_68569,sample was not significant in 181 samples (1) > 0.99
vOTU_20823,sample was not significant in 181 samples (1) > 0.99
vOTU_20703,sample was not significant in 181 samples (1) > 0.99
vOTU_6638,sample was not significant in 181 samples (1) > 0.99
vOTU_20658,sample was not significant in 181 samples (1) > 0.99
vOTU_113558,sample was not significant in 181 samples (1) > 0.99
vOTU_68735,sample was not significant in 181 samples (1) > 0.99
vOTU_5882,sample was not significant in 181 samples (1) > 0.99
vOTU_29288,sample was not significant in 181 samples (1) > 0.99
vOTU_114362,sample was not significant in 181 samples (1) > 0.99
vOTU_13224,sample was not significant in 181 samples (1) > 0.99
vOTU_50972,sample was not significant in 181 samples (1) > 0.99
vOTU_42316,sample was not significant in 181 samples (1) > 0.99
vOTU_37300,sample was not significant in 181 samples (1) > 0.99
vOTU_1497,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_61120,sample was not significant in 181 samples (1) > 0.99
vOTU_122112,sample was not significant in 181 samples (1) > 0.99
vOTU_144447,sample was not significant in 181 samples (1) > 0.99
vOTU_753,sample was not significant in 181 samples (1) > 0.99
vOTU_117801,sample was not significant in 181 samples (1) > 0.99
vOTU_32798,sample was not significant in 181 samples (1) > 0.99
vOTU_7671,sample was not significant in 181 samples (1) > 0.99
vOTU_56993,sample was not significant in 181 samples (1) > 0.99
vOTU_116459,sample was not significant in 181 samples (1) > 0.99
vOTU_5918,sample was not significant in 181 samples (1) > 0.99
vOTU_10753,sample was not significant in 181 samples (1) > 0.99
vOTU_100367,sample was not significant in 181 samples (1) > 0.99
vOTU_61313,sample was not significant in 181 samples (1) > 0.99
vOTU_22918,sample was not significant in 181 samples (1) > 0.99
vOTU_112084,sample was not significant in 181 samples (1) > 0.99
vOTU_4343,sample was not significant in 181 samples (1) > 0.99
vOTU_27815,sample was not significant in 181 samples (1) > 0.99
vOTU_134,sample was not significant in 181 samples (1) > 0.99
vOTU_10924,sample was not significant in 181 samples (1) > 0.99
vOTU_7450,sample was not significant in 181 samples (1) > 0.99
vOTU_16660,sample was not significant in 181 samples (1) > 0.99
vOTU_112546,sample was not significant in 181 samples (1) > 0.99
vOTU_79561,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_103535,sample was not significant in 181 samples (1) > 0.99
vOTU_24160,sample was not significant in 181 samples (1) > 0.99
vOTU_81781,sample was not significant in 181 samples (1) > 0.99
vOTU_58157,sample was not significant in 181 samples (1) > 0.99
vOTU_17895,sample was not significant in 181 samples (1) > 0.99
vOTU_40933,sample was not significant in 181 samples (1) > 0.99
vOTU_114127,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_4202,sample was not significant in 181 samples (1) > 0.99
vOTU_69381,sample was not significant in 181 samples (1) > 0.99
vOTU_2648,sample was not significant in 181 samples (1) > 0.99
vOTU_17979,sample was not significant in 181 samples (1) > 0.99
vOTU_111507,sample was not significant in 181 samples (1) > 0.99
vOTU_2512,sample was not significant in 181 samples (1) > 0.99
vOTU_1145,sample was not significant in 181 samples (1) > 0.99
vOTU_50889,sample was not significant in 181 samples (1) > 0.99
vOTU_88594,sample was not significant in 181 samples (1) > 0.99
vOTU_66940,sample was not significant in 181 samples (1) > 0.99
vOTU_56955,sample was not significant in 181 samples (1) > 0.99
vOTU_2387,sample was not significant in 181 samples (1) > 0.99
vOTU_96152,sample was not significant in 181 samples (1) > 0.99
vOTU_65505,sample was not significant in 181 samples (1) > 0.99
vOTU_115920,sample was not significant in 181 samples (1) > 0.99
vOTU_81434,sample was not significant in 181 samples (1) > 0.99
vOTU_45119,sample was not significant in 181 samples (1) > 0.99
vOTU_8434,sample was not significant in 181 samples (1) > 0.99
vOTU_19320,sample was not significant in 181 samples (1) > 0.99
vOTU_117,sample was not significant in 181 samples (1) > 0.99
vOTU_76301,sample was not significant in 181 samples (1) > 0.99
vOTU_11032,sample was not significant in 181 samples (1) > 0.99
vOTU_10457,sample was not significant in 181 samples (1) > 0.99
vOTU_114213,sample was not significant in 181 samples (1) > 0.99
vOTU_75200,sample was not significant in 181 samples (1) > 0.99
vOTU_6567,sample was not significant in 181 samples (1) > 0.99
vOTU_71676,sample was not significant in 181 samples (1) > 0.99
vOTU_18561,sample was not significant in 181 samples (1) > 0.99
vOTU_60635,sample was not significant in 181 samples (1) > 0.99
vOTU_51634,sample was not significant in 181 samples (1) > 0.99
vOTU_26553,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_1725,sample was not significant in 181 samples (1) > 0.99
vOTU_115397,sample was not significant in 181 samples (1) > 0.99
vOTU_53,sample was not significant in 180 samples (0.994475138121547) > 0.99
vOTU_37416,sample was not significant in 181 samples (1) > 0.99
